,FECHA,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO
162,2/26/2017,20170027,1,2017-02-26,2017,2,26,21,AV. CASEROS 1429,AVENIDA,1,PEATON-AUTO,PEATON,AUTO
163,2/28/2017,20170028,1,2017-02-28,2017,2,28,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,PEATON-AUTO,PEATON,AUTO
164,3/7/2017,20170029,1,2017-03-07,2017,3,7,2,MOZART Y TANDIL,CALLE,9,SD-AUTO,SD,AUTO
165,3/7/2017,20170030,1,2017-03-07,2017,3,7,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS
166,3/11/2017,20170031,1,2017-03-11,2017,3,11,1,24 DE NOVIEMBRE Y PAVON ,CALLE,3,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
167,3/12/2017,20170032,1,2017-03-12,2017,3,12,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AVENIDA,8,AUTO-AUTO,AUTO,AUTO
168,3/12/2017,20170033,1,2017-03-12,2017,3,12,7,AV. GRAL. PAZ KM. 10,AVENIDA,11,AUTO-AUTO,AUTO,AUTO
169,3/13/2017,20170034,1,2017-03-13,2017,3,13,7,GODOY CRUZ 2651,CALLE,14,PEATON-AUTO,PEATON,AUTO
170,3/23/2017,20170035,3,2017-03-23,2017,3,23,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,1,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
171,3/29/2017,20170036,2,2017-03-29,2017,3,29,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,12,MOTO-PASAJEROS,MOTO,PASAJEROS
172,3/31/2017,20170037,1,2017-03-31,2017,3,31,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS
173,4/1/2017,20170038,1,2017-04-01,2017,4,1,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,7,MOTO-AUTO,MOTO,AUTO
174,4/3/2017,20170040,1,2017-04-03,2017,4,3,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,13,MULTIPLE,AUTO,MULTIPLE
175,4/3/2017,20170041,1,2017-04-03,2017,4,3,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,7,MOTO-AUTO,MOTO,AUTO
176,4/10/2017,20170042,1,2017-04-10,2017,4,10,9,AV. LEOPOLDO LUGONES PKM 6900,AVENIDA,14,MOTO-CARGAS,MOTO,CARGAS
177,4/14/2017,20170045,1,2017-04-14,2017,4,14,6,NOGOYA 5940,CALLE,10,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
178,4/23/2017,20170047,1,2017-04-23,2017,4,23,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,8,MOTO-AUTO,MOTO,AUTO
179,4/27/2017,20170049,1,2017-04-27,2017,4,27,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS
180,4/28/2017,20170050,2,2017-04-28,2017,4,28,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS
181,5/1/2017,20170051,1,2017-05-01,2017,5,1,3,AU DELLEPIANE 2400,AUTOPISTA,7,AUTO-AUTO,AUTO,AUTO
182,5/5/2017,20170052,1,2017-05-05,2017,5,5,3,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,8,PEATON-CARGAS,PEATON,CARGAS
183,5/5/2017,20170053,1,2017-05-05,2017,5,5,20,VIEYTES Y VILLARINO,CALLE,4,MOTO-CARGAS,MOTO,CARGAS
184,5/7/2017,20170054,1,2017-05-07,2017,5,7,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,15,MOTO-AUTO,MOTO,AUTO
185,5/9/2017,20170055,1,2017-05-09,2017,5,9,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,12,AUTO-AUTO,AUTO,AUTO
186,5/9/2017,20170058,1,2017-05-09,2017,5,9,23,AV. CORDOBA Y LIBERTAD,AVENIDA,1,PEATON-MOTO,PEATON,MOTO
187,5/11/2017,20170059,1,2017-05-11,2017,5,11,9,BRASIL Y LIMA,CALLE,1,PEATON-PASAJEROS,PEATON,PASAJEROS
188,5/13/2017,20170060,1,2017-05-13,2017,5,13,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
189,5/15/2017,20170061,1,2017-05-15,2017,5,15,13,PARAGUAY Y AV. CALLAO ,AVENIDA,2,PEATON-MOTO,PEATON,MOTO
190,5/15/2017,20170062,1,2017-05-15,2017,5,15,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS
191,5/17/2017,20170063,1,2017-05-17,2017,5,17,10,CHILE Y AV. 9 DE JULIO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
192,5/20/2017,20170064,1,2017-05-20,2017,5,20,5,MAIPU Y PERON,CALLE,1,CARGAS-AUTO,CARGAS,AUTO
193,5/22/2017,20170065,1,2017-05-22,2017,5,22,16,AV. SUAREZ Y HERRERA,AVENIDA,4,BICICLETA-CARGAS,BICICLETA,CARGAS
194,5/22/2017,20170066,1,2017-05-22,2017,5,22,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS
195,5/23/2017,20170067,1,2017-05-23,2017,5,23,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,6,MOTO-CARGAS,MOTO,CARGAS
196,5/27/2017,20170068,1,2017-05-27,2017,5,27,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
197,5/24/2017,20170069,1,2017-05-24,2017,5,24,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,AVENIDA,9,MOTO-SD,MOTO,SD
198,5/30/2017,20170070,1,2017-05-30,2017,5,30,13,NUEVA YORK  3696,CALLE,11,PEATON-AUTO,PEATON,AUTO
199,6/3/2017,20170072,1,2017-06-03,2017,6,3,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,12,AUTO-AUTO,AUTO,AUTO
200,6/4/2017,20170073,1,2017-06-04,2017,6,4,9,AV. CORRIENTES Y ECUADOR,AVENIDA,3,MOTO-AUTO,MOTO,AUTO
201,6/4/2017,20170074,1,2017-06-04,2017,6,4,12,CASCO 133,CALLE,9,SD-SD,SD,SD
202,6/12/2017,20170075,1,2017-06-12,2017,6,12,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,1,PEATON-MOTO,PEATON,MOTO
203,6/13/2017,20170076,1,2017-06-13,2017,6,13,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS
204,6/17/2017,20170077,1,2017-06-17,2017,6,17,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,14,MOTO-CARGAS,MOTO,CARGAS
205,6/19/2017,20170079,1,2017-06-19,2017,6,19,16,MEXICO Y DEAN FUNES,CALLE,3,MOTO-CARGAS,MOTO,CARGAS
206,6/22/2017,20170080,1,2017-06-22,2017,6,22,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS
207,6/25/2017,20170082,1,2017-06-25,2017,6,25,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,4,PEATON-AUTO,PEATON,AUTO
208,7/4/2017,20170083,1,2017-07-04,2017,7,4,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,MOTO-CARGAS,MOTO,CARGAS
209,7/5/2017,20170084,1,2017-07-05,2017,7,5,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS
210,7/7/2017,20170085,1,2017-07-07,2017,7,7,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
211,7/9/2017,20170086,1,2017-07-09,2017,7,9,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,9,PEATON-MOTO,PEATON,MOTO
212,7/10/2017,20170087,1,2017-07-10,2017,7,10,10,24 DE NOVIEMBRE 390,CALLE,3,PEATON-AUTO,PEATON,AUTO
213,7/10/2017,20170088,1,2017-07-10,2017,7,10,22,AV. PASEO COLON Y BRASIL,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
214,7/13/2017,20170089,1,2017-07-13,2017,7,13,12,MARTINIANO LEGUIZAMON 901,CALLE,9,SD-AUTO,SD,AUTO
215,7/15/2017,20170090,1,2017-07-15,2017,7,15,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,11,PEATON-AUTO,PEATON,AUTO
216,7/15/2017,20170091,1,2017-07-15,2017,7,15,13,SUPERI Y AV. GRAL. PAZ,AVENIDA,12,MOTO-SD,MOTO,SD
217,7/24/2017,20170092,1,2017-07-24,2017,7,24,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,1,PEATON-AUTO,PEATON,AUTO
218,7/25/2017,20170093,1,2017-07-25,2017,7,25,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,13,PEATON-AUTO,PEATON,AUTO
219,7/27/2017,20170094,1,2017-07-27,2017,7,27,8,VICTOR HUGO 2639,CALLE,10,BICICLETA-CARGAS,BICICLETA,CARGAS
220,8/6/2017,20170095,1,2017-08-06,2017,8,6,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,14,MOTO-AUTO,MOTO,AUTO
221,8/7/2017,20170096,1,2017-08-07,2017,8,7,19,AV. CABILDO Y NUÑEZ,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS
222,8/8/2017,20170098,1,2017-08-08,2017,8,8,12,JOSE BONIFACIO 2114,CALLE,7,PEATON-AUTO,PEATON,AUTO
223,8/17/2017,20170099,1,2017-08-17,2017,8,17,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,14,BICICLETA-AUTO,BICICLETA,AUTO
224,8/21/2017,20170100,1,2017-08-21,2017,8,21,7,VENEZUELA 2135,CALLE,3,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
225,8/23/2017,20170101,1,2017-08-23,2017,8,23,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,13,MULTIPLE,PEATON,MULTIPLE
226,8/24/2017,20170102,1,2017-08-24,2017,8,24,1,IRIARTE Y ZAVALETA,AVENIDA,4,PEATON-CARGAS,PEATON,CARGAS
227,8/25/2017,20170104,1,2017-08-25,2017,8,25,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,1,PEATON-CARGAS,PEATON,CARGAS
228,8/31/2017,20170106,1,2017-08-31,2017,8,31,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,14,PEATON-PASAJEROS,PEATON,PASAJEROS
229,9/1/2017,20170107,1,2017-09-01,2017,9,1,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,13,MOTO-CARGAS,MOTO,CARGAS
230,9/2/2017,20170108,2,2017-09-02,2017,9,2,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,12,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO
231,9/4/2017,20170109,1,2017-09-04,2017,9,4,21,AV. DIRECTORIO Y PORTELA,AVENIDA,7,MOTO-AUTO,MOTO,AUTO
232,9/6/2017,20170110,1,2017-09-06,2017,9,6,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
233,9/7/2017,20170111,1,2017-09-07,2017,9,7,18,USPALLATA Y PIROVANO,CALLE,4,PEATON-CARGAS,PEATON,CARGAS
234,9/10/2017,20170112,2,2017-09-10,2017,9,10,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
235,9/11/2017,20170113,1,2017-09-11,2017,9,11,6,AV. SANTA FE Y MAIPU,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
236,9/15/2017,20170114,1,2017-09-15,2017,9,15,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
237,9/19/2017,20170115,1,2017-09-19,2017,9,19,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,5,MOTO-BICICLETA,MOTO,BICICLETA
238,9/20/2017,20170116,1,2017-09-20,2017,9,20,22,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
239,9/22/2017,20170118,1,2017-09-22,2017,9,22,7,VIEYTES Y CRUZ,AVENIDA,4,MOTO-AUTO,MOTO,AUTO
240,10/2/2017,20170120,1,2017-10-02,2017,10,2,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,9,MOTO-CARGAS,MOTO,CARGAS
241,10/10/2017,20170123,1,2017-10-10,2017,10,10,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,8,PEATON-AUTO,PEATON,AUTO
242,10/12/2017,20170124,1,2017-10-12,2017,10,12,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,15,MOTO-PASAJEROS,MOTO,PASAJEROS
243,10/13/2017,20170125,1,2017-10-13,2017,10,13,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
244,10/14/2017,20170126,2,2017-10-14,2017,10,14,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
245,10/16/2017,20170127,1,2017-10-16,2017,10,16,7,GALLO Y AV. CORDOBA,AVENIDA,2,MOTO-MOTO,MOTO,MOTO
246,10/17/2017,20170128,1,2017-10-17,2017,10,17,12,DR. JUAN F. ARANGUREN 611,CALLE,6,PEATON-PASAJEROS,PEATON,PASAJEROS
247,10/26/2017,20170129,1,2017-10-26,2017,10,26,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,9,MOTO-PASAJEROS,MOTO,PASAJEROS
248,10/27/2017,20170130,1,2017-10-27,2017,10,27,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,15,AUTO-CARGAS,AUTO,CARGAS
249,10/30/2017,20170132,1,2017-10-30,2017,10,30,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,8,MOTO-PASAJEROS,MOTO,PASAJEROS
250,11/6/2017,20170134,1,2017-11-06,2017,11,6,18,AV. CNEL. ROCA 3555,AVENIDA,8,PEATON-PASAJEROS,PEATON,PASAJEROS
251,11/7/2017,20170135,1,2017-11-07,2017,11,7,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,15,MOTO-CARGAS,MOTO,CARGAS
252,11/16/2017,20170136,1,2017-11-16,2017,11,16,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
253,11/17/2017,20170137,1,2017-11-17,2017,11,17,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,11,PEATON-CARGAS,PEATON,CARGAS
254,11/19/2017,20170138,1,2017-11-19,2017,11,19,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
255,11/19/2017,20170139,1,2017-11-19,2017,11,19,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
256,11/19/2017,20170140,1,2017-11-19,2017,11,19,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,4,MOTO-PASAJEROS,MOTO,PASAJEROS
257,11/23/2017,20170141,1,2017-11-23,2017,11,23,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,6,PEATON-PASAJEROS,PEATON,PASAJEROS
258,11/25/2017,20170143,1,2017-11-25,2017,11,25,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,11,AUTO-PASAJEROS,AUTO,PASAJEROS
259,11/26/2017,20170144,1,2017-11-26,2017,11,26,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
260,11/26/2017,20170145,1,2017-11-26,2017,11,26,17,MAZA Y DON BOSCO,CALLE,5,MOTO-AUTO,MOTO,AUTO
261,11/28/2017,20170147,1,2017-11-28,2017,11,28,11,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,9,MOTO-AUTO,MOTO,AUTO
262,11/29/2017,20170148,1,2017-11-29,2017,11,29,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,3,PEATON-PASAJEROS,PEATON,PASAJEROS
263,11/30/2017,20170149,1,2017-11-30,2017,11,30,12,AV. PASEO COLON Y MEXICO,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
264,12/4/2017,20170150,1,2017-12-04,2017,12,4,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,9,PEATON-AUTO,PEATON,AUTO
265,12/4/2017,20170151,1,2017-12-04,2017,12,4,2,VIEYTES Y LUJAN,CALLE,4,PEATON-PASAJEROS,PEATON,PASAJEROS
266,12/6/2017,20170152,1,2017-12-06,2017,12,6,17,CACHI Y TRAFUL,CALLE,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
267,12/11/2017,20170153,2,2017-12-11,2017,12,11,2,ROSARIO Y AV. LA PLATA,AVENIDA,6,MOTO-PASAJEROS,MOTO,PASAJEROS
268,12/11/2017,20170154,1,2017-12-11,2017,12,11,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
269,12/12/2017,20170155,1,2017-12-12,2017,12,12,21,AV. RIVADAVIA 6350,AVENIDA,7,SD-MOTO,SD,MOTO
270,12/17/2017,20170157,1,2017-12-17,2017,12,17,9,AV. GRAL. PAZ Y HUMAITA,AVENIDA,9,AUTO-PASAJEROS,AUTO,PASAJEROS
271,12/18/2017,20170158,1,2017-12-18,2017,12,18,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,11,MOTO-AUTO,MOTO,AUTO
272,12/20/2017,20170159,1,2017-12-20,2017,12,20,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,MOTO-AUTO,MOTO,AUTO
273,12/22/2017,20170160,1,2017-12-22,2017,12,22,13,AV. NAZCA 365,AVENIDA,7,PEATON-MOTO,PEATON,MOTO
274,12/26/2017,20170161,1,2017-12-26,2017,12,26,15,AV. EVA PERON 5249,AVENIDA,9,PEATON-AUTO,PEATON,AUTO
275,1/1/2018,20180001,1,2018-01-01,2018,1,1,22,San Juan Av. Y Rincón,AVENIDA,3,PEATON-MOTO,PEATON,MOTO
276,1/3/2018,20180002,1,2018-01-03,2018,1,3,16,Peru 937,CALLE,1,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
277,1/5/2018,20180003,1,2018-01-05,2018,1,5,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,15,MULTIPLE,PEATON,MULTIPLE
278,1/9/2018,20180004,1,2018-01-09,2018,1,9,9,Del Libertador Av. y Manzanares,AVENIDA,13,MULTIPLE,MOTO,MULTIPLE
279,1/9/2018,20180005,1,2018-01-09,2018,1,9,22,Paseo Colon Av. 1019,AVENIDA,1,PEATON-PASAJEROS,PEATON,PASAJEROS
280,1/10/2018,20180006,1,2018-01-10,2018,1,10,21,Valle y Barco Centenera Del,CALLE,6,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
281,1/11/2018,20180007,1,2018-01-11,2018,1,11,2,AU Perito Moreno  KM 0.6,AUTOPISTA,9,AUTO-AUTO,AUTO,AUTO
282,1/12/2018,20180008,1,2018-01-12,2018,1,12,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS
283,1/14/2018,20180009,1,2018-01-14,2018,1,14,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,4,MOTO-MOTO,MOTO,MOTO
284,1/18/2018,20180010,1,2018-01-18,2018,1,18,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,10,MOTO-CARGAS,MOTO,CARGAS
285,1/19/2018,20180011,1,2018-01-19,2018,1,19,10,Callao y Vte. Lopez,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS
286,1/26/2018,20180012,1,2018-01-26,2018,1,26,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,8,MOTO-PASAJEROS,MOTO,PASAJEROS
287,1/28/2018,20180013,1,2018-01-28,2018,1,28,8,Congreso Av. y Galvan,AVENIDA,12,MOTO-AUTO,MOTO,AUTO
288,1/31/2018,20180014,1,2018-01-31,2018,1,31,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,7,PEATON-MOTO,PEATON,MOTO
289,2/6/2018,20180015,2,2018-02-06,2018,2,6,1,Australia Av. 2800,AVENIDA,4,MOTO-PASAJEROS,MOTO,PASAJEROS
290,2/15/2018,20180016,1,2018-02-15,2018,2,15,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,1,MOTO-CARGAS,MOTO,CARGAS
291,2/17/2018,20180017,1,2018-02-17,2018,2,17,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,7,PEATON-AUTO,PEATON,AUTO
292,2/17/2018,20180018,1,2018-02-17,2018,2,17,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,4,MOTO-CARGAS,MOTO,CARGAS
293,2/17/2018,20180019,1,2018-02-17,2018,2,17,12,Las Heras General Av. y Callao Av.,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS
294,2/19/2018,20180020,1,2018-02-19,2018,2,19,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,8,MOTO-CARGAS,MOTO,CARGAS
295,2/22/2018,20180021,1,2018-02-22,2018,2,22,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
296,2/24/2018,20180022,1,2018-02-24,2018,2,24,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,4,MOTO-CARGAS,MOTO,CARGAS
297,2/24/2018,20180023,1,2018-02-24,2018,2,24,6,Barco Centenera Del y Rosario,CALLE,6,MOTO-AUTO,MOTO,AUTO
298,2/28/2018,20180024,1,2018-02-28,2018,2,28,23,Alvarez Thomas Av. y Donado,AVENIDA,15,PEATON-CARGAS,PEATON,CARGAS
299,3/4/2018,20180025,1,2018-03-04,2018,3,4,22,Av. Avellaneda y Av. Boyacá,AVENIDA,7,PEATON-AUTO,PEATON,AUTO
300,3/9/2018,20180026,2,2018-03-09,2018,3,9,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,4,MOVIL-CARGAS,MOVIL,CARGAS
301,3/11/2018,20180027,1,2018-03-11,2018,3,11,23,Castro y Rondeau,CALLE,5,PEATON-MOTO,PEATON,MOTO
302,3/13/2018,20180028,1,2018-03-13,2018,3,13,15,"Bilbao, Francisco Av. y Azul",AVENIDA,9,PEATON-CARGAS,PEATON,CARGAS
303,3/15/2018,20180029,1,2018-03-15,2018,3,15,18,Nazca Av. y Gaona Av.,AVENIDA,11,MOTO-AUTO,MOTO,AUTO
304,3/20/2018,20180030,1,2018-03-20,2018,3,20,1,Plaza y Alvarez Thomas Av.,AVENIDA,15,MOTO-MOTO,MOTO,MOTO
305,3/28/2018,20180031,1,2018-03-28,2018,3,28,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,11,MOTO-CARGAS,MOTO,CARGAS
306,4/2/2018,20180032,1,2018-04-02,2018,4,2,13,Cabildo Av. y Aguilar,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS
307,4/7/2018,20180033,1,2018-04-07,2018,4,7,7,Camarones y Lope De Vega Av.,AVENIDA,10,MOTO-CARGAS,MOTO,CARGAS
308,4/11/2018,20180034,1,2018-04-11,2018,4,11,18,Santa Fe Av. 2320,AVENIDA,2,PEATON-PASAJEROS,PEATON,PASAJEROS
309,4/12/2018,20180035,1,2018-04-12,2018,4,12,16,Av. Rivadavia 6950,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS
310,4/13/2018,20180036,1,2018-04-13,2018,4,13,23,Av. San Martín y Argerich,AVENIDA,15,MOTO-AUTO,MOTO,AUTO
311,4/18/2018,20180037,1,2018-04-18,2018,4,18,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,2,PEATON-CARGAS,PEATON,CARGAS
312,4/20/2018,20180038,2,2018-04-20,2018,4,20,17,AV. RIVADAVIA 1571,AVENIDA,1,PEATON-AUTO,PEATON,AUTO
313,4/21/2018,20180039,1,2018-04-21,2018,4,21,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,14,PEATON-AUTO,PEATON,AUTO
314,4/27/2018,20180040,1,2018-04-27,2018,4,27,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,13,PEATON-CARGAS,PEATON,CARGAS
315,4/27/2018,20180041,1,2018-04-27,2018,4,27,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,4,PEATON-PASAJEROS,PEATON,PASAJEROS
316,4/27/2018,20180042,1,2018-04-27,2018,4,27,18,BRANDSEN y PERDRIEL,CALLE,4,MOTO-CARGAS,MOTO,CARGAS
317,4/28/2018,20180043,1,2018-04-28,2018,4,28,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,11,MOTO-AUTO,MOTO,AUTO
318,4/28/2018,20180044,1,2018-04-28,2018,4,28,9,Alberti e Independencia Av.,AVENIDA,3,PEATON-AUTO,PEATON,AUTO
319,4/30/2018,20180045,1,2018-04-30,2018,4,30,7,Alvarez Thomas Av. 879,AVENIDA,13,AUTO-CARGAS,AUTO,CARGAS
320,5/2/2018,20180046,1,2018-05-02,2018,5,2,3,Av. Gral. Paz y Av. Rivadavia,AVENIDA,9,PEATON-AUTO,PEATON,AUTO
321,5/8/2018,20180047,1,2018-05-08,2018,5,8,19,Av. Corrientes y Av. Dorrego,AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS
322,5/9/2018,20180048,1,2018-05-09,2018,5,9,10,Rivadavia Av. y Pedernera,AVENIDA,7,PEATON-PASAJEROS,PEATON,PASAJEROS
323,5/11/2018,20180049,1,2018-05-11,2018,5,11,19,Quesada 2300,CALLE,13,PEATON-AUTO,PEATON,AUTO
324,5/14/2018,20180050,1,2018-05-14,2018,5,14,18,Cabildo Av. y Juramento Av.,AVENIDA,13,PEATON-PASAJEROS,PEATON,PASAJEROS
325,5/15/2018,20180051,1,2018-05-15,2018,5,15,21,"California y Carbonari, Francisco, Cmte.",CALLE,4,PEATON-AUTO,PEATON,AUTO
326,5/18/2018,20180052,1,2018-05-18,2018,5,18,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,15,PEATON-PASAJEROS,PEATON,PASAJEROS
327,5/20/2018,20180053,1,2018-05-20,2018,5,20,2,San Luis y Aguero,CALLE,3,MOTO-AUTO,MOTO,AUTO
